,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,year,decade,PrimaryCaretaker
13826,49946,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2865 34th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-07-02 00:00:00,5,3x9,37.73450145,-122.4913269,2003,2000 - 2009,Private
13830,51468,Permitted Site,Afrocarpus gracilior :: Fern Pine,450X Tompkins Ave,1.0,Sidewalk: Curb side : Cutout,Private,2004-10-20 00:00:00,10,3x3,37.73703971,-122.4135705,2004,2000 - 2009,Private
13835,84889,Permitted Site,Acer rubrum :: Red Maple,1699X Valencia St,3.0,Sidewalk: Curb side : Cutout,Private,2007-03-27 00:00:00,3,3x3,37.74590571,-122.4197376,2007,2000 - 2009,Private
13839,91579,DPW Maintained,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,170 South Van Ness Ave,,Sidewalk: Curb side : Cutout,DPW,2013-06-19 13:09:00,3,3x3,37.77068552,-122.4180253,2013,2010 - 2019,DPW
13844,142116,DPW Maintained,Pittosporum undulatum :: Victorian Box,705 SCOTT ST,1.0,Sidewalk: Curb side : Cutout,DPW,2012-06-26 00:00:00,1,Width 0ft,37.77637455,-122.4364327,2012,2010 - 2019,DPW
13847,192157,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1404 Mission St,5.0,Sidewalk: Curb side : Cutout,Private,2018-09-10 00:00:00,3,Width 3ft,37.7745937,-122.4169216,2018,2010 - 2019,Private
13848,31005,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,45 Curtis St,1.0,Sidewalk: Curb side : Cutout,Private,1995-03-13 00:00:00,5,,37.71412308,-122.4398302,1995,1990 - 1999,Private
13852,17169,Permitted Site,Eriobotrya deflexa :: Bronze Loquat,1221X Oakdale Ave,1.0,Sidewalk: Curb side : Cutout,Private,2007-03-10 00:00:00,3,3x3,37.73055642,-122.3832744,2007,2000 - 2009,Private
13855,4887,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,810X Mansell St,2.0,Sidewalk: Curb side : Cutout,DPW,1992-06-10 00:00:00,6,3X70,37.71961984,-122.4091722,1992,1990 - 1999,DPW
13860,43659,DPW Maintained,Olea europaea :: Olive Tree,605 10th Ave,2.0,Sidewalk: Curb side : Cutout,Private,2000-07-25 00:00:00,8,,37.77684169,-122.468361,2000,2000 - 2009,Private
13872,9659,DPW Maintained,Lophostemon confertus :: Brisbane Box,111X Gough St,1.0,Sidewalk: Curb side : Cutout,DPW,1997-05-23 00:00:00,12,3X3,37.77428725,-122.422536,1997,1990 - 1999,DPW
13873,14508,DPW Maintained,Fraxinus oxycarpa 'Raywood' :: Raywood Ash,500X Masonic Ave,5.0,Sidewalk: Curb side : Cutout,DPW,2012-08-15 00:00:00,3,6x6,37.77672425,-122.4465688,2012,2010 - 2019,DPW
13875,253067,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,420 Innes Ave,2.0,Sidewalk: Curb side : Cutout,Private,2017-07-12 00:00:00,3,,37.72803797,-122.3686509,2017,2010 - 2019,Private
13879,27467,Permitted Site,Lophostemon confertus :: Brisbane Box,3255 03rd St,1.0,Sidewalk: Curb side : Cutout,Port,1999-12-10 00:00:00,3,3X3,37.74844427,-122.386879,1999,1990 - 1999,Others
13882,45062,DPW Maintained,Pittosporum undulatum :: Victorian Box,2354 26th Ave,2.0,Sidewalk: Curb side : Cutout,Private,2001-05-08 00:00:00,5,,37.74357215,-122.4831725,2001,2000 - 2009,Private
13883,29096,DPW Maintained,Lophostemon confertus :: Brisbane Box,646 Ellis St,1.0,Sidewalk: Curb side : Cutout,DPW,2015-06-13 00:00:00,3,3x3,37.78441624,-122.4168556,2015,2010 - 2019,DPW
13888,30038,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,1400X Junipero Serra Blvd,1.0,Median : Cutout,DPW,2013-03-09 00:00:00,3,6X6,37.71380862,-122.4715859,2013,2010 - 2019,DPW
13892,30870,DPW Maintained,Prunus cerasifera :: Cherry Plum,1922 Pierce St,1.0,Sidewalk: Curb side : Cutout,Private,2013-10-02 00:00:00,22,3x3,37.78797114,-122.4369327,2013,2010 - 2019,Private
13894,21847,DPW Maintained,Magnolia doltsopa :: Himalayan Magnolia,202X Cabrillo St,2.0,Sidewalk: Curb side : Cutout,Private,2000-06-08 00:00:00,3,3X3,37.77558528,-122.4609055,2000,2000 - 2009,Private
13901,34478,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,755 Union St,1.0,Sidewalk: Curb side : Cutout,Private,1997-07-15 00:00:00,16,,37.80004411,-122.4118141,1997,1990 - 1999,Private
13912,64157,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',744 Funston Ave,1.0,Sidewalk: Curb side : Cutout,Private,1987-12-05 00:00:00,1,,37.77414086,-122.471231,1987,1980 - 1989,Private
13913,35019,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',27 Alhambra St,1.0,Sidewalk: Curb side : Cutout,Private,1997-12-29 00:00:00,10,,37.80273353,-122.4376947,1997,1990 - 1999,Private
13915,41530,Permitted Site,Lophostemon confertus :: Brisbane Box,75 Townsend St,4.0,Sidewalk: Curb side : Cutout,Private,2000-04-20 00:00:00,6,3x3,37.78097417,-122.3899074,2000,2000 - 2009,Private
13917,50887,Permitted Site,Arbutus unedo :: Strawberry Tree,2155 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2004-04-26 00:00:00,2,4x5,37.74776066,-122.4728911,2004,2000 - 2009,Private
13924,234988,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,4207 26th St,1.0,Sidewalk: Curb side : Cutout,Private,2020-09-16 00:00:00,3,Width 2ft,37.74801876,-122.4340689,2020,2020 - 2029,Private
13927,26283,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1900X San Jose Ave,2.0,Sidewalk: Curb side : Cutout,DPW,1997-06-20 00:00:00,3,3X3,37.72613327,-122.4422145,1997,1990 - 1999,DPW
13931,39828,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,3650X Rivera St,2.0,Sidewalk: Curb side : Cutout,Private,1999-01-06 00:00:00,7,3x3,37.74558793,-122.5058772,1999,1990 - 1999,Private
13936,49667,DPW Maintained,Lophostemon confertus :: Brisbane Box,3630 Divisadero St,6.0,Sidewalk: Curb side : Cutout,DPW for City Agency,2011-04-18 00:00:00,8,,37.8032085,-122.4434118,2011,2010 - 2019,Others
13939,25925,Permitted Site,Melaleuca quinquenervia :: Cajeput,1900 Oakdale Ave,6.0,Sidewalk: Curb side : Cutout,Private,1997-07-01 00:00:00,12,3x3,37.73809441,-122.396235,1997,1990 - 1999,Private
13945,14958,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,325 Mendell St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-02-21 00:00:00,3,3X3,37.74138093,-122.3841805,2008,2000 - 2009,DPW
13960,47864,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,60Street Rausch St,2.0,Sidewalk: Curb side : Cutout,Private,2003-12-08 00:00:00,10,,37.77632836,-122.4096118,2003,2000 - 2009,Private
13964,50981,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',199  REVISED Richardson Ave,2.0,Sidewalk: Curb side : Cutout,Private,2004-07-06 00:00:00,15,3x3,37.80021524,-122.4471231,2004,2000 - 2009,Private
13965,27493,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,401X Masonic Ave,8.0,Sidewalk: Curb side : Cutout,DPW,1999-10-04 00:00:00,8,8,37.77683571,-122.4467782,1999,1990 - 1999,DPW
13967,86138,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1522 24th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2007-01-19 00:00:00,3,3x3,37.75909298,-122.4821149,2007,2000 - 2009,DPW
13971,61872,Permitted Site,Liquidambar styraciflua :: American Sweet Gum,3470 21st St,1.0,Sidewalk: Curb side : Cutout,Private,1991-05-01 00:00:00,5,3x3,37.75674645,-122.4248905,1991,1990 - 1999,Private
13973,107886,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,941 Washington St,4.0,Sidewalk: Curb side : Cutout,SFUSD,2014-11-03 00:00:00,3,3x3,37.79440464,-122.4087995,2014,2010 - 2019,Others
13979,25582,DPW Maintained,Pyrus calleryana :: Ornamental Pear,1050 Cortland Ave,1.0,Sidewalk: Curb side : Cutout,Private,2005-01-22 00:00:00,6,3X3,37.73907659,-122.4129208,2005,2000 - 2009,Private
13981,108108,Undocumented,Arbutus 'Marina' :: Hybrid Strawberry Tree,901x YORK ST,1.0,Sidewalk: Curb side : Cutout,Private,2015-02-25 00:00:00,3,3x3,37.757436,-122.4084865,2015,2010 - 2019,Private
13983,22893,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,177 Valencia St,1.0,Sidewalk: Curb side : Cutout,Private,2011-03-24 00:00:00,3,3x3,37.77021178,-122.4222807,2011,2010 - 2019,Private
13985,61491,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,178 20th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1990-05-11 00:00:00,3,,37.78451492,-122.4796037,1990,1990 - 1999,Private
13988,32433,DPW Maintained,Lophostemon confertus :: Brisbane Box,370 Lexington St,1.0,Sidewalk: Curb side : Cutout,Private,1996-10-09 00:00:00,16,,37.75739026,-122.4204372,1996,1990 - 1999,Private
13996,89437,DPW Maintained,Laurus nobilis :: Sweet Bay: Grecian Laurel,2840 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-03-19 00:00:00,3,3x3,37.77850491,-122.4788926,2008,2000 - 2009,DPW
14014,265999,Section 806 (d),Olea europaea 'Fruitless' :: Fruitless Olive,353 31st Ave,1.0,Sidewalk: Curb side : Cutout,Private,2021-06-23 00:00:00,3,5x5,37.78260184,-122.4914328,2021,2020 - 2029,Private
14022,28879,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,440X 02nd St,1.0,Sidewalk: Curb side : Cutout,DPW,2006-02-11 00:00:00,3,3X3,37.78365469,-122.3944615,2006,2000 - 2009,DPW
14028,75415,Permitted Site,Ginkgo biloba :: Maidenhair Tree,290 Eddy St,1.0,Sidewalk: Curb side : Cutout,Rec/Park,2015-04-23 16:14:00,3,,37.78402532,-122.412434,2015,2010 - 2019,Others
14029,34954,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2732 Vallejo St,2.0,Sidewalk: Curb side : Cutout,Private,1997-12-17 00:00:00,8,,37.79435944,-122.4424451,1997,1990 - 1999,Private
14035,28996,Permitted Site,Fraxinus oxycarpa 'Raywood' :: Raywood Ash,405 10th St,3.0,Sidewalk: Curb side : Cutout,Private,2005-12-27 00:00:00,6,3x3,37.77154278,-122.4111109,2005,2000 - 2009,Private
14039,216655,DPW Maintained,Lagunaria patersonii :: Primrose Tree,161 Miramar Ave,1.0,Sidewalk: Curb side : Cutout,Private,2017-10-05 14:49:00,3,Width 3ft,37.72111396,-122.4582586,2017,2010 - 2019,Private
14049,14797,Permitted Site,Acer rubrum :: Red Maple,1135 McAllister St,1.0,Sidewalk: Curb side : Cutout,Private,1999-01-21 00:00:00,0,4X4,37.77870733,-122.4306278,1999,1990 - 1999,Private
14050,169656,Permitted Site,Ginkgo biloba :: Maidenhair Tree,208 Surrey St,1.0,Sidewalk: Curb side : Cutout,Private,2021-01-18 00:00:00,3,3x3,37.73577504,-122.4354026,2021,2020 - 2029,Private
14053,23121,DPW Maintained,Lophostemon confertus :: Brisbane Box,1500 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,1994-02-23 00:00:00,15,3X3,37.74842053,-122.4204294,1994,1990 - 1999,DPW
14057,56687,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1811 34th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1988-04-13 00:00:00,12,,37.75336545,-122.4926021,1988,1980 - 1989,Private
14067,62900,Permitted Site,Magnolia spp :: Magnolia,42 Berkeley Way,1.0,Sidewalk: Curb side : Cutout,Private,1986-07-30 00:00:00,1,,37.7388796,-122.4376896,1986,1980 - 1989,Private
14069,244300,DPW Maintained,Shrub :: Shrub,350 Octavia St,3.0,Sidewalk: Curb side : Cutout,DPW,2017-04-20 11:46:00,3,Width 0ft,37.77545309,-122.4241023,2017,2010 - 2019,DPW
14070,26363,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2699X San Jose Ave,3.0,Sidewalk: Curb side : Cutout,DPW,1997-12-16 00:00:00,3,3X3,37.71462281,-122.4515967,1997,1990 - 1999,DPW
14074,65828,DPW Maintained,Ligustrum lucidum :: Glossy Privet,2270 Francisco St,1.0,Sidewalk: Curb side : Cutout,Private,1990-05-07 00:00:00,5,,37.80104429,-122.4424898,1990,1990 - 1999,Private
14077,22651,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1251 Turk St,5.0,Sidewalk: Curb side : Cutout,DPW,1990-12-10 00:00:00,18,3X3,37.78071508,-122.4298351,1990,1990 - 1999,DPW
14078,97247,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,301X Excelsior Ave,3.0,Sidewalk: Curb side : Cutout,SFUSD,2011-09-07 00:00:00,3,4x4,37.72467884,-122.4304082,2011,2010 - 2019,Others
14082,51027,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1830 Clay St,1.0,Sidewalk: Curb side : Cutout,Private,2004-07-08 00:00:00,5,,37.79215469,-122.423413,2004,2000 - 2009,Private
14093,60051,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1435 25th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1982-02-24 00:00:00,1,,37.7607309,-122.4834456,1982,1980 - 1989,Private
14110,117865,DPW Maintained,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,834 40th Ave,2.0,Sidewalk: Curb side : Cutout,Private,2018-03-29 00:00:00,3,Width 4ft,37.77302917,-122.5002609,2018,2010 - 2019,Private
14111,50221,DPW Maintained,Pittosporum crassifolium :: Karo Tree,5024 Fulton St,1.0,Sidewalk: Curb side : Cutout,Private,2003-08-21 00:00:00,4,3x3,37.77257728,-122.4858409,2003,2000 - 2009,Private
14113,147715,DPW Maintained,Cassia leptophylla :: Gold Medallion Tree,143 10th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2021-01-28 00:00:00,3,Width 4ft,37.78565626,-122.4689967,2021,2020 - 2029,Private
14114,254530,Permitted Site,Olea europaea 'Majestic Beauty' :: Majestic Beauty Fruitless Olive,501 Campbell Ave,,Sidewalk: Curb side : Cutout,Private,2018-02-23 00:00:00,3,3x3,37.71521023,-122.4062759,2018,2010 - 2019,Private
14118,24870,DPW Maintained,Acer x freemanii :: Freeman Maple,2675 San Bruno Ave,3.0,Sidewalk: Curb side : Cutout,Private,2002-02-13 00:00:00,4,3X3,37.72809296,-122.4037002,2002,2000 - 2009,Private
14119,62721,DPW Maintained,Melaleuca styphelliodes :: Paperbark Tree,1267 Union St,1.0,Sidewalk: Curb side : Cutout,Private,1986-05-23 00:00:00,18,,37.79899154,-122.4201575,1986,1980 - 1989,Private
14126,33323,DPW Maintained,Arbutus unedo :: Strawberry Tree,3115 Gough St,2.0,Sidewalk: Curb side : Cutout,Private,1996-11-14 00:00:00,7,,37.80212075,-122.4281605,1996,1990 - 1999,Private
14133,33846,Permitted Site,Liquidambar styraciflua :: American Sweet Gum,790 Pennsylvania Ave,4.0,Sidewalk: Curb side : Cutout,Private,1997-07-12 00:00:00,5,3x6,37.7564771,-122.3931032,1997,1990 - 1999,Private
14142,22644,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1244 Turk St,1.0,Sidewalk: Curb side : Cutout,Private,2000-02-02 00:00:00,3,3X3,37.78088179,-122.4296551,2000,2000 - 2009,Private
14148,85056,Undocumented,Lophostemon confertus :: Brisbane Box,461 02nd St,1.0,Sidewalk: Curb side : Cutout,Private,2015-09-16 00:00:00,3,3x3,37.78356501,-122.3941543,2015,2010 - 2019,Private
14149,253534,DPW Maintained,Olea europaea 'Majestic Beauty' :: Majestic Beauty Fruitless Olive,1000 Cayuga Ave,2.0,Back Yard : Yard,DPW,2017-09-22 14:08:00,3,3x3,37.72207681,-122.4398369,2017,2010 - 2019,DPW
14150,85703,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,934 Howard St,1.0,Sidewalk: Curb side : Cutout,DPW,2007-04-30 00:00:00,3,3x3,37.78088679,-122.4058761,2007,2000 - 2009,DPW
14151,86478,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1750 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2006-12-28 00:00:00,3,3x3,37.75478144,-122.4850401,2006,2000 - 2009,DPW
14156,37612,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1451 Balboa St,4.0,Sidewalk: Curb side : Cutout,Private,1998-06-26 00:00:00,5,,37.7766778,-122.4744269,1998,1990 - 1999,Private
14163,24351,DPW Maintained,Pyrus calleryana :: Ornamental Pear,69 Duboce Ave,2.0,Sidewalk: Curb side : Cutout,DPW,2004-05-27 00:00:00,3,3X3,37.76983218,-122.4216361,2004,2000 - 2009,DPW
14164,192155,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1404 Mission St,3.0,Sidewalk: Curb side : Cutout,Private,2018-09-10 00:00:00,3,Width 3ft,37.77472895,-122.4167657,2018,2010 - 2019,Private
14167,51521,DPW Maintained,Olea europaea :: Olive Tree,743 41st Ave,1.0,Sidewalk: Curb side : Cutout,Private,2005-01-13 00:00:00,6,,37.77470539,-122.5016178,2005,2000 - 2009,Private
14168,38343,DPW Maintained,Cordyline australis :: Dracena Palm,1642 45th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1998-07-29 00:00:00,6,,37.7559419,-122.5044579,1998,1990 - 1999,Private
14171,11683,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,700X Junipero Serra Blvd,15.0,Median : Cutout,DPW,2013-03-09 00:00:00,3,6X6,37.72607485,-122.4722719,2013,2010 - 2019,DPW
14173,27870,Permitted Site,Phoenix canariensis :: Canary Island Date Palm,800 The Embarcadero,5.0,Median : Cutout,Port,2001-01-31 00:00:00,24,4X4,37.79282941,-122.3914847,2001,2000 - 2009,Others
14174,261745,Section 806 (d),Geijera parviflora :: Australian Willow,540 De Haro St,13.0,Sidewalk: Property side : Yard,Private,2020-02-25 00:00:00,3,,37.76303428,-122.4014659,2020,2020 - 2029,Private
14177,143038,DPW Maintained,Olea europaea 'Swan Hill' :: Olive,516 Lombard St,3.0,Sidewalk: Curb side : Cutout,DPW,2015-12-16 07:48:00,19,Width 0ft,37.80325006,-122.4100658,2015,2010 - 2019,DPW
14179,4299,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,4366 Cesar Chavez St,1.0,Sidewalk: Curb side : Cutout,Private,1995-04-07 00:00:00,3,3X3,37.74714299,-122.4374243,1995,1990 - 1999,Private
14182,95831,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,520 Natoma St,1.0,Sidewalk: Curb side : Cutout,Private,2011-08-29 00:00:00,1,3x3,37.77982656,-122.4082154,2011,2010 - 2019,Private
14189,29169,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3311 Ortega St,8.0,Sidewalk: Curb side : Cutout,DPW,2006-03-18 00:00:00,3,3x3,37.75130663,-122.4989724,2006,2000 - 2009,DPW
14190,85894,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2374 26th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2006-12-20 00:00:00,3,3x3,37.74320916,-122.4831429,2006,2000 - 2009,DPW
14192,65735,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,381 Allison St,1.0,Sidewalk: Curb side : Cutout,Private,1990-04-19 00:00:00,9,,37.71027754,-122.4406794,1990,1990 - 1999,Private
14198,26479,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,130 Gold Mine Dr,1.0,Sidewalk: Curb side : Cutout,DPW,1998-02-10 00:00:00,4,3X3,37.74265641,-122.4385156,1998,1990 - 1999,DPW
14201,28910,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,273 07th St,1.0,Sidewalk: Curb side : Cutout,DPW,2006-02-11 00:00:00,3,3x3,37.77713812,-122.408212,2006,2000 - 2009,DPW
14206,128076,Permitted Site,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',245 North Point St,9.0,Sidewalk: Curb side : Cutout,Private,2015-05-26 00:00:00,7,Width 4ft,37.80679492,-122.4112587,2015,2010 - 2019,Private
14212,90754,DPW Maintained,Agonis flexuosa :: Peppermint Willow,4139 Cabrillo St,4.0,Sidewalk: Curb side : Cutout,DPW,2008-04-07 00:00:00,3,3x3,37.77350172,-122.5031722,2008,2000 - 2009,DPW
14215,63986,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1056 Greenwich St,1.0,Sidewalk: Curb side : Cutout,Private,1987-10-06 00:00:00,11,,37.80142157,-122.4171498,1987,1980 - 1989,Private
14216,12449,DPW Maintained,Olea europaea :: Olive Tree,2000X Pine St,1.0,Sidewalk: Curb side : Cutout,DPW,2000-04-21 00:00:00,3,3x3,37.78861857,-122.4289327,2000,2000 - 2009,DPW
14220,42974,DPW Maintained,Prunus cerasifera :: Cherry Plum,568 Cambridge St,1.0,Sidewalk: Curb side : Cutout,Private,2000-07-05 00:00:00,6,,37.7243962,-122.4176495,2000,2000 - 2009,Private
14238,90848,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2517 Cabrillo St,1.0,Sidewalk: Curb side : Cutout,DPW,2013-01-02 00:00:00,3,3x3,37.77429112,-122.4858337,2013,2010 - 2019,DPW
14240,122599,Planning Code 138.1 required,Pyrus calleryana :: Ornamental Pear,42X Colin P Kelly Jr St,7.0,Sidewalk: Curb side : Cutout,Private,2016-12-12 00:00:00,3,3x3,37.78115295,-122.3900642,2016,2010 - 2019,Private
14244,46391,DPW Maintained,Melaleuca nesophila :: Pink Melaleuca,2474 44th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2002-03-05 00:00:00,6,,37.74049783,-122.5023025,2002,2000 - 2009,Private
14254,187909,DPW Maintained,Acer rubrum :: Red Maple,145 Fremont St,2.0,Sidewalk: Curb side : Cutout,Private,2019-04-24 00:00:00,3,Width 5ft,37.7902997,-122.3963465,2019,2010 - 2019,Private
14255,18229,DPW Maintained,Maytenus boaria :: Mayten,1737-1795 Post St,3.0,Sidewalk: Curb side : Cutout,DPW,1992-05-20 00:00:00,6,3X3,37.78535339,-122.4309265,1992,1990 - 1999,DPW
14257,86121,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1770 24th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2007-01-18 00:00:00,3,3x3,37.75454635,-122.4817653,2007,2000 - 2009,DPW
14269,29866,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1900X Evans Ave,9.0,Sidewalk: Curb side : Cutout,DPW,2006-09-11 00:00:00,3,4X4,37.74625199,-122.3940578,2006,2000 - 2009,DPW
14282,52723,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,439 08th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2006-04-18 00:00:00,5,,37.78007446,-122.4664357,2006,2000 - 2009,Private
14288,637,Permitted Site,Washingtonia robusta :: Mexican Fan Palm,3205 24TH ST,1.0,Sidewalk: Curb side : Cutout,Private,1991-04-01 00:00:00,18,3X3,37.75230804,-122.4164088,1991,1990 - 1999,Private
14293,49399,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,535@ BALBOA 07th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-03-18 00:00:00,3,,37.77833066,-122.4652351,2003,2000 - 2009,Private
14297,38227,DPW Maintained,Agonis flexuosa :: Peppermint Willow,1099 Mississippi St,4.0,Sidewalk: Curb side : Cutout,Private,1998-07-21 00:00:00,14,,37.75278209,-122.3935493,1998,1990 - 1999,Private
14303,69309,DPW Maintained,Rhamnus alaternus :: Italian Buckthorn,1554 30th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1994-03-16 00:00:00,3,,37.75829457,-122.4884866,1994,1990 - 1999,Private
14306,253101,Planning Code 138.1 required,Arbutus 'Marina' :: Hybrid Strawberry Tree,3000x Irving St,1.0,Sidewalk: Curb side : Cutout,Private,2017-07-25 00:00:00,3,3x3,37.76313979,-122.4901334,2017,2010 - 2019,Private
14310,24953,DPW Maintained,Lophostemon confertus :: Brisbane Box,3150 03rd St,3.0,Sidewalk: Curb side : Cutout,DPW,1995-10-20 00:00:00,5,3x2,37.74946353,-122.3876942,1995,1990 - 1999,DPW
14315,77198,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,499X Hearst Ave,9.0,Sidewalk: Curb side : Cutout,SFUSD,1999-05-15 00:00:00,3,3x3,37.73029437,-122.4487679,1999,1990 - 1999,Others
14316,92722,DPW Maintained,Olea europaea :: Olive Tree,3365 Clay St,2.0,Sidewalk: Curb side : Cutout,Private,2009-09-22 00:00:00,3,3x3,37.78887624,-122.4481431,2009,2000 - 2009,Private
14317,191216,DPW Maintained,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,2095 Bancroft Ave,1.0,Sidewalk: Curb side : Cutout,Private,2020-08-24 21:52:00,3,4x6,37.73075622,-122.4021094,2020,2020 - 2029,Private
14321,15579,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,3159 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,1998-03-26 00:00:00,6,3X3,37.74649818,-122.4191691,1998,1990 - 1999,Private
14323,4283,DPW Maintained,Juniperus chinensis :: Juniper,4301 Cesar Chavez St,2.0,Sidewalk: Curb side : Cutout,Private,1995-04-07 00:00:00,3,3X3,37.74705973,-122.4363132,1995,1990 - 1999,Private
14330,116996,Undocumented,Pinus pinea :: Italian Stone Pine,606x FULTON ST,,Front Yard : Yard,Private,2016-09-29 00:00:00,3,,37.77868897,-122.4275586,2016,2010 - 2019,Private
14333,25747,Permitted Site,Phoenix canariensis :: Canary Island Date Palm,1101X The Embarcadero,2.0,Median : Cutout,Port,1996-08-30 00:00:00,36,10,37.80402286,-122.4020604,1996,1990 - 1999,Others
14336,14476,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,250 Masonic Ave,3.0,Sidewalk: Curb side : Cutout,DPW,2008-05-02 00:00:00,3,3X3,37.77933877,-122.4469716,2008,2000 - 2009,DPW
14340,29128,DPW Maintained,Lophostemon confertus :: Brisbane Box,346 Leavenworth St,2.0,Sidewalk: Curb side : Cutout,DPW,2015-06-13 00:00:00,3,3x3,37.78435677,-122.4142897,2015,2010 - 2019,DPW
14341,45071,DPW Maintained,Lophostemon confertus :: Brisbane Box,1028 Howard St,1.0,Sidewalk: Curb side : Cutout,Private,2001-05-08 00:00:00,18,,37.77940938,-122.4077356,2001,2000 - 2009,Private
14345,45,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,810 14th St,1.0,Sidewalk: Curb side : Cutout,DPW,2020-03-07 00:00:00,3,3x3,37.76765239,-122.4313951,2020,2020 - 2029,DPW
